关键词,微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
人工智能,5272768628917276,#和阿妥发现生活之光#全民终身学习，数字赋能成长。最近有不少小伙伴向阿妥咨询，希望学习人工智能知识，却苦于没有专业、便捷、免费的学习渠道。作为一名持续关注AI领域的创作者，阿妥非常乐意将#广东全民终身学习平台# 推荐给每一位想要提升自我的朋友。#阿妥的AI观察# 在使用平台前，阿妥也曾在各 ...全文,,"https://wx4.sinaimg.cn/orj360/006F2Dczgy1iatg3xi6kbj30zu22n4di.jpg,https://wx3.sinaimg.cn/orj360/006F2Dczgy1iatg4l2exvj30zu16xdky.jpg,https://wx1.sinaimg.cn/orj360/006F2Dczgy1iatg54e8b9j30zu14cn4j.jpg,https://wx2.sinaimg.cn/orj360/006F2Dczgy1iatgosxac1j30zu13in1r.jpg",,,Wed Mar 04 15:31:07 +0800 2026,微博2021十大人气情感大V 微博2025年度公益V力量 微博公益合伙人,3218,701,2192
人工智能,5273042961039475,徐仁国透露，JISOO / 金智秀在拍摄新剧期间不断抱怨 AI：人工智能怎么敢赶上人类？（……）愚蠢的人工智能。💅🏻 ,,"https://wx3.sinaimg.cn/orj360/624027f5ly1iavtq7ezh6j20xi17d7bt.jpg,https://wx1.sinaimg.cn/orj360/624027f5ly1iavtq7pq96j20r20r2gnv.jpg,https://wx1.sinaimg.cn/orj360/624027f5ly1iavtq7zdnej20p50p5jub.jpg",,,Thu Mar 05 09:41:12 +0800 2026,音乐博主,1089,44,43
人工智能,5273255418268359,【#要坚持AI为人所控#】#第一场部长通道# 工业和信息化部部长李乐成：在人工智能产业发展当中一定要统筹发展和安全，坚持人工智能为人所用、为人服务、为人所控，我们要坚持人工智能的国际合作开放共享，要团结世界各国的朋友们一起共同的探讨，取得更广泛共识的人工智能的治理框架和规则，让人工智能 ...全文,,无,"https://f.video.weibocdn.com/o0/7m2Gwgxjlx08vP50eRJK010412003Cpu0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1Cx9YB1mmR49jS&Expires=1772729185&ssig=cEfdt2s7Qx&KID=unistore,video",,Thu Mar 05 23:45:27 +0800 2026,龙视都市频道《新闻夜航》节目官方微博,0,0,0
人工智能,5273243764394410,美国的 Door dash无人送货。人工智能时代会让欧美的高人工成本不再是阻碍了吗。小型无人送货车的出现，无人驾驶时代，城市的道路规划是否要从新定义了。 科技刘明新的微博视频 ,,无,"https://f.video.weibocdn.com/u0/9cTFMt5pgx08vPP6gtvO01041200deWF0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729202&ssig=XH%2Fg22GS0s&KID=unistore,video",,Thu Mar 05 22:59:08 +0800 2026,本地资讯博主（深圳）,88,14,5
人工智能,5273121787482470,腾讯股价去年涨到600多的时候，谁能想到腾讯股价还会跌到500呢。 只要有耐心，就能等到好公司的低价格。我在港股互联网上犯错误了。在阿里巴巴180或者170时，应该赚钱跑了。当时阿里巴巴大涨，美团微亏。如果卖了，两者相抵，还是赚了很多钱。当时阿里巴巴因为人工智能大涨，公司同时还在搞外 ...全文,,无,,,Thu Mar 05 14:54:27 +0800 2026,财经博主 头条文章作者,150,5,41
人工智能,5273193653998051,【拒绝中国：#加拿大选择印度作为航天与AI合作伙伴#】3月4日，加拿大总理马克·卡尼在悉尼洛伊研究所发表讲话。卡尼明确表示，加拿大在航空航天及人工智能（AI）领域正深化与印度的合作，不会与中国合作。卡尼公开表态：“我们当然不会寻求与中国进行AI合作。” 与此同时，他强调，拒绝中国并不意味着 ...全文,,无,"https://f.video.weibocdn.com/o0/U3OaCNodlx08vPwZtD20010412002i570E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772729193&ssig=OamxFXaCLf&KID=unistore,video",,Thu Mar 05 19:40:01 +0800 2026,RT官方微博,1254,64,310
人工智能,5273106931519933,#未来真正的竞争力将转向语言型人才# 在科技飞速发展的今天，很多重复性工作正被智能工具替代，而真正难以被取代的，是语言型人才。未来的核心竞争力，正逐渐向拥有出色语言能力、综合素养的人群倾斜，语言优势，将成为人与人之间拉开差距的关键。 语言能力，远不止会说话、会表达那么简单。它不是 ...全文,,无,,,Thu Mar 05 13:55:25 +0800 2026,美食博主,78,1,21
人工智能,5273252139631539,@洁婷 《民法典》第一千零一十八条自然人享有肖像权，有权依法制作、使用、公开或者许可他人使用自己的肖像。肖像是通过影像、雕塑、绘画等方式在一定载体上所反映的特定自然人可以被识别的外部形象。 第一千零一十九条任何组织或者个人不得以丑化、污损，或者利用信息技术手段伪造等方式 ...全文,,无,,,Thu Mar 05 23:32:25 +0800 2026,娱乐博主 超话创作官（沈月超话）,20,0,7
人工智能,5273251460681118,#常德甘胜莲代表把脉AI医疗普惠转型##湖南AI医疗从试点示范走向全国普惠破局#【推动“AI+医疗”从“试点示范”向“全面普惠”转型】眼下，人工智能在辅助诊断、精准治疗、高效管理等领域的应用价值已得到广泛验证。“当前，我国AI+医疗正处于成熟落地阶段，但仍呈现‘局部化、单点化’特征，难以形成规 ...全文,,无,,,Thu Mar 05 23:29:43 +0800 2026,湖南日报官方微博,0,0,0
人工智能,5273250919353989,#APD亚太日报消息# 真实攻击还是游戏动画？人工智能时代信息小心被骗。最近，一段令人震撼的视频影像在社交平台X上以“伊朗战机对决美国军舰”为题发布后，已收获超过700万次观看 —— 视频中，一艘军舰向俯冲而来的战斗机猛烈开火，该飞机在湛蓝的天空中穿梭闪避，最终燃起熊熊烈火坠入大海。 “人 ...全文,,无,,,Thu Mar 05 23:27:34 +0800 2026,亞太日報官方微博,0,0,0
人工智能,5273168097837277,"""人工智能""大战往里炫，鼻子再灵也没招！#微博美食嘉年华##呀哈比比##贵州美食##豆包##人工智能##酸汤火锅# 呀哈比比老王的微博视频 ",,无,"https://f.video.weibocdn.com/o0/AYNfP8VYlx08vPuAgrdm01041209vvXE0E040.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729202&ssig=RIwyQjIvg2&KID=unistore,video",,Thu Mar 05 17:58:27 +0800 2026,美食博主,42,4,10
人工智能,5272309897629118,#文明校园# 【芜湖中小学多元“开学礼”助力学子扬帆起航】3月2日，春意萌动，春雨淅沥，芜湖市中小学迎来2026年春季学期开学第一天。芜湖市各校精心策划，以传统文化体验、科技创新展示、艺术素养培育等多元形式，为孩子们打造别开生面的“开学礼”，让新学期在满满的仪式感中扬帆起航。　　唱响《 ...全文,,"https://wx3.sinaimg.cn/orj360/9c8ff7c3ly1iathiu102sj20m80gpn1f.jpg,https://wx2.sinaimg.cn/orj360/9c8ff7c3ly1iathiykuubj20m80gpjw4.jpg,https://wx2.sinaimg.cn/orj360/9c8ff7c3ly1iathj34jrbj20m80etwi6.jpg",,,Tue Mar 03 09:08:17 +0800 2026,芜湖市文明办官方微博,380,26,30
人工智能,5273213785343033,#2026看两会#【#这场部长通道太提气了#】“基础研究投入接近2800亿元，比重达到7.08%，首次破7，创历史新高！”3月5日，十四届全国人大四次会议首场“部长通道”在人民大会堂举行。戳视频↓↓感受现场！#奋进的春天#（人民网微博） 人民网的微博视频 ,,无,"https://f.video.weibocdn.com/o0/wXHVOxOKlx08vPFEh5ss01041200kGRm0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1Cx9YB1mmR49jS&Expires=1772729190&ssig=Jwrk9X1FgV&KID=unistore,video",,Thu Mar 05 21:00:01 +0800 2026,人民网法人微博,113,24,84
人工智能,5273240331094828,为什么是小米汽车？连续三年成为两会报告的代表。新质生产力代表！！！#汽场全开##新能源汽车# ,,https://wx4.sinaimg.cn/orj360/008vEy6xgy1iawgedqzjsj30zk0kzwib.jpg,,,Thu Mar 05 22:45:30 +0800 2026,汽车博主,79,1,5
人工智能,5273247932482695,#中国将在哪些方向发力#智能经济是什么？新版块吗。查了一下，说是通信➕人工智能➕数据。按照kimi给的答案，排除法看了看，感觉城市大脑更符合未来房地产复苏。房地产不复苏，经济恢复都难。自动驾驶+车路协同，也是交通建设，也离不开城市大脑。没炒过的技术概念是量子计算了。边缘计算就是物联网 ...全文,,https://wx1.sinaimg.cn/orj360/008B0iSRly1iawgte17ouj30u013qn1r.jpg,,,Thu Mar 05 23:15:41 +0800 2026,Xiaomi 17 Ultra,0,1,0
人工智能,5273245524694714,#专家称激发消费需提高居民收入# 【深读政府工作报告｜专访商务部研究院张建平：人工智能等领域对投资需求拉动十分明显，要通过央国企带动激发民间投资活力】#2026两会建言#  3月5日，十四届全国人大四次会议开幕，2026年政府工作报告将扩内需置于首位，提出统筹促消费和扩投资，设立1000亿元专项资金 ...全文,,https://wx4.sinaimg.cn/orj360/001NBLkrgy1iawgjx8iu3j61hc1udauw02.jpg,,,Thu Mar 05 23:06:08 +0800 2026,每日经济新闻官方微博,3,2,1
人工智能,5273245315241914,纳指在软件股上涨带动下重新上涨。安硕扩大科技软件行业ETF（IGV）上涨2.6%。  由于投资者担心人工智能带来的影响，今年以来软件股大部分时间处于低迷状态。安硕扩大科技软件行业ETF在2月23日跌至一年收盘低点76.94美元，但此后持续反弹。周四价格已接近88美元。  标普500表现最好的股票包括Trade Desk...全文,,无,,,Thu Mar 05 23:05:18 +0800 2026,海外新鲜事博主 头条文章作者,2,0,0
人工智能,5273244019197524,【抛弃传统巨头？中小企业正用自然语言“写”出自己的定制系统】据《华尔街日报》报道，关于人工智能工具可能取代传统商业软件的预测，正在市场的某些领域悄然成为现实。近期，越来越多中小型企业表示，他们正在通过“vibe coding”（AI注：指非技术人员通过自然语言与AI交互来编写和生成代码的新趋 ...全文,,无,,,Thu Mar 05 23:00:09 +0800 2026,海外资讯博主（美国）,0,0,0
人工智能,5273243981187097,【科技前沿｜#人形机器人离走进生活还有多远#】#人形机器人是如何团队协作的#在人工智能大模型驱动下，人形机器人应用边界持续拓展。中国人形机器人正加速走向一线，落地于工业生产、教育、服务等真实场景。支撑规模化应用的关键突破是什么？中国机器人产业属于自己的“ChatGPT时刻”，是否正在到来？ ...全文,,无,"https://f.video.weibocdn.com/o0/0OHCtE1vlx08vPwKpvOg01041202aDxm0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729207&ssig=9ezrfVHzXv&KID=unistore,video",,Thu Mar 05 23:00:00 +0800 2026,天津交通广播官方微博,0,0,0
人工智能,5273243729792182,#2026全国两会时光#【两会观察丨听，什么正在津沽大地“拔节”？】#2026两会津彩瞬间# 国产芯片新突破、天问二号去追星、福建舰劈波斩浪、机器人春晚“秀武功”……说起“硬核”的中国科技，你还能想到哪些？一年来，我国发展向新向优、彰显蓬勃活力。新质生产力稳步发展，科技创新成果丰硕，人工智能 ...全文,,https://wx2.sinaimg.cn/orj360/0028HfYDly1iawgieuorrj60zk0jyjxa02.jpg,,,Thu Mar 05 22:59:00 +0800 2026,津云新闻官方微博,1,0,0
人工智能,5273243548387317,#2026全国两会时光#【两会特稿丨“创新是引领世界发展的重要动力”——中国携手世界共赴创新发展新征程】开年以来，中国创新热潮一次次牵动全球目光：人形机器人行云流水的武术表演视频在海外社交媒体广泛传播；国际奥委会基于阿里千问大模型打造奥运官方大模型，中国人工智能（AI）成为米兰冬奥会的“ ...全文,,https://wx1.sinaimg.cn/orj360/b0e0e823ly1iawgrmas3tj20dp096gp3.jpg,,,Thu Mar 05 22:58:17 +0800 2026,津云新媒体官方微博,0,0,0
人工智能,5273243105891783,陈思铭想  《仿生心脏不会爱上麻烦主人》①* 守财金牛铭×智能机器人罕* 铭罕 | 赛博朋克 | 人工智能—我把我的心脏给你，希望你能爱我。  专栏 · 嘉陵江著名正太情侣·📱 ,,"https://wx4.sinaimg.cn/orj360/008lvSZigy1iawgprsc5cj30n0314tme.jpg,https://wx1.sinaimg.cn/orj360/008lvSZigy1iawgps5791j30n00qcgnc.jpg,https://wx3.sinaimg.cn/orj360/008lvSZigy1iawgptf1xkj30n01m2n1c.jpg,https://wx4.sinaimg.cn/orj360/008lvSZigy1iawgptqf2zj30n01ou42p.jpg,https://wx1.sinaimg.cn/orj360/008lvSZigy1iawgpu1vx7j30n017qmzu.jpg,https://wx4.sinaimg.cn/orj360/008lvSZigy1iawgpuckxwj30n019k41e.jpg",,,Thu Mar 05 22:56:31 +0800 2026,娱乐博主,80,2,22
人工智能,5273242831167303,#中国将在哪些方向发力#别的就先不说了，未来人工智能产业将大规模爆发，而数据中心的电力问题就成了重中之重，美国等以石油能源控制世界的格局将被打破，我国未来用绿色电力影响世界的形势将不可逆转@大美遂 @安康发布 @成县陈东平 @东禾w @贝纳通 #农民# 比如陕西商洛柞水县曹坪镇这个项目就是一个 ...全文,,无,"https://f.video.weibocdn.com/u0/Mj9pz3e4gx08vPOwJGFG01041200xzIW0E010.mp4?label=mp4_ld&template=640x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729207&ssig=P4tXCxhIoj&KID=unistore,video",,Thu Mar 05 22:55:26 +0800 2026,政府视频博主,103,16,15
人工智能,5273242571903133,【3月5日浪上波17.44】日线如期反弹，明天较可能继续反弹，但本周收阳应无望。后续周线最多再震荡1周，“两会”极可能触发后续周线向上突破。【潮中浪（周）】$上证指数 sh000001$月线“后续出现连续逼空的可能性大增、横向震荡的可能性明显变小”。本周收阳可能性较大且可能逼空。无论大盘后续周线和 ...全文,,https://wx4.sinaimg.cn/orj360/006sOkZEly1iawgjieljmj30ij0e44at.jpg,,,Thu Mar 05 22:54:24 +0800 2026,财经博主,5,0,1
人工智能,5273242479892037,好学生要学会抛弃专业 #学业规划##职业规划# 吴英文2026的微博视频 ,,无,"https://f.video.weibocdn.com/o0/pK7ToEqjlx08vPOKBmXK01041200OLy30E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729207&ssig=7IFZvAaxSi&KID=unistore,video",,Thu Mar 05 22:54:02 +0800 2026,头像本人,0,0,0
人工智能,5273166836403912,#我国就业形势有两大不匹配现象#现在的就业市场，确实存在比较明显的结构性矛盾，主要体现在三个层面的“供需错配”上：第一个是技能与需求的错配。随着产业升级和数字化转型，市场对高技能、复合型人才需求旺盛，比如人工智能、大数据、智能制造这些领域缺口很大。但不少求职者的技能更新跟不上， ...全文,,"https://wx2.sinaimg.cn/orj360/8c166e79gy1iaw82x9yg1j20oz0hxagy.jpg,https://wx1.sinaimg.cn/orj360/8c166e79gy1iaw82xly8cj21400xt484.jpg,https://wx4.sinaimg.cn/orj360/8c166e79gy1iaw82xxcnnj21400xok0i.jpg",,,Thu Mar 05 17:53:27 +0800 2026,母婴育儿博主 微博原创视频博主,41,0,54
人工智能,5273158535876252,#我国就业形势有两大不匹配现象#缺少的是高精尖人才，大部分人都达不到要求。人工智能高速发展的的同时，很多岗位被替代了。以后就是高精尖的时代，科技越发达，我们的可替代性就越来越强，就比如以前农村种地全是靠人工，现在基本都是机械化，一人可以种很多的地。科技发展的同时，失业的人也会越 ...全文,,无,,,Thu Mar 05 17:20:28 +0800 2026,投资内容创作者 超话粉丝大咖（基金超话）,18,2,0
人工智能,5273241569461025,【#英伟达豪掷40亿美元投资光子公司#，增强数据中心芯片技术实力】#英伟达 NVDA[股票]# 澎湃新闻报道，当地时间3月2日，英伟达宣布向美国光子公司Coherent和Lumentum分别投资20亿美元，总计40亿美元。该笔投资将增强英伟达数据中心芯片技术实力，满足对人工智能处理器更快速处理的需求，支持大规模人 ...全文,,https://wx2.sinaimg.cn/orj360/00221ubBgy1iawgjfc7wpj60go08uq7p02.jpg,,,Thu Mar 05 22:50:24 +0800 2026,集成电路社区集微网官方微博,0,3,0
人工智能,5273170200496767,#林耘有话说# #ai# AI必须有立场，政治正确？美国财政部长贝森特下逐客令：人工智能初创公司Anthropic：几天后将脱离美国体系。 ,,https://wx4.sinaimg.cn/orj360/498f7927gy1iaw8f7oovvj20w067ehdt.jpg,,,Thu Mar 05 18:06:49 +0800 2026,投资内容创作者  财经观察官 头条文章作者,12,5,1
人工智能,5273091308786689,阿里看不上的别的地方抢着要😅 ,,"https://wx1.sinaimg.cn/orj360/66fd066bgy1iavz9wja4bj20gn0azn2j.jpg,https://wx1.sinaimg.cn/orj360/66fd066bgy1iavz8vzbddj20v918sqt3.jpg,https://wx1.sinaimg.cn/orj360/66fd066bgy1iavz9cpxpdj20gp0c9gov.jpg,https://wx2.sinaimg.cn/orj360/66fd066bgy1iaw14thtbvj20x40zogw4.jpg",,,Thu Mar 05 12:53:20 +0800 2026,前微软Asp.Net最有价值专家  2025微博年度新知博主 科技博主,487,81,69
人工智能,5273239274393990,2026年十大主线重点关注（很重要），建议收藏研究！ ,,"https://wx4.sinaimg.cn/orj360/0087cKSIgy1iawg9o84yij30qo15wdlg.jpg,https://wx2.sinaimg.cn/orj360/0087cKSIgy1iawg9p2cl4j30qo160wke.jpg,https://wx3.sinaimg.cn/orj360/0087cKSIgy1iawg9pmbptj30qo1680ym.jpg,https://wx1.sinaimg.cn/orj360/0087cKSIgy1iawg9q39v1j30qo16kq8w.jpg,https://wx4.sinaimg.cn/orj360/0087cKSIgy1iawg9qkygij30qo16jtex.jpg,https://wx3.sinaimg.cn/orj360/0087cKSIgy1iawg9r2ld4j30qo173grs.jpg,https://wx4.sinaimg.cn/orj360/0087cKSIgy1iawg9riou8j30qo15xwk8.jpg,https://wx4.sinaimg.cn/orj360/0087cKSIgy1iawg9rzsysj30qo15x448.jpg,https://wx3.sinaimg.cn/orj360/0087cKSIgy1iawg9shl52j30qo16ndlj.jpg",,,Thu Mar 05 22:41:18 +0800 2026,财经观察官 科技博主,46,6,5
人工智能,5273213527658252,官宣！欢迎Google Gemini成为阿根廷国家队全球主要赞助商！世界冠军与全球科技创新领导者强强联手，体育与AI将迎来里程碑式融合！ 阿根廷国家足球队的微博视频 ,,无,"https://f.video.weibocdn.com/o0/GMhBmErGlx08vPGRbvAA010412005exz0E010.mp4?label=mp4_hd&template=480x848.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729209&ssig=QS4P9HflFk&KID=unistore,video",,Thu Mar 05 20:58:59 +0800 2026,阿根廷国家足球队、阿根廷足协官方微博,48,3,2
人工智能,5273238974238488,【环球网：#日本瞄上北约项目##日本申请加入北约国防技术创新项目#】据环球网援引《日本经济新闻》3月5日报道，日本政府向北约提出申请，请求加入该组织的国防技术项目“防务创新加速器”（DIANA）。报道称，如果日方请求得到批准，日本将成为加入该项目的首个非北约成员国。据报道，北约DIANA项目旨 ...全文,,无,"https://f.video.weibocdn.com/o0/t57Z1NE7lx08vPNtxTgQ010412002Q2r0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1Cx9YB1mmR49jS&Expires=1772729207&ssig=K9UDFCpHwE&KID=unistore,video",,Thu Mar 05 22:40:06 +0800 2026,北京日报社视频官方账号,0,0,0
人工智能,5273230328994127,AFA｜🆕🇦🇷我们非常高兴地欢迎google和googleespanol成为阿根廷队新的全球主要赞助商，他们的品牌标识将独家出现在官方训练服上。欢迎加入世界冠军大家庭！🌟AFA 宣布 google & googleespanol 成为新的 𝐌𝐚𝐢𝐧 𝐆𝐥𝐨𝐛𝐚𝐥 𝐒𝐩𝐨𝐧𝐬𝐨𝐫 𝐨𝐟 ...全文,,"https://wx3.sinaimg.cn/orj360/006IpS41ly1iawf8oowb3j30u00u0tax.jpg,https://wx1.sinaimg.cn/orj360/006IpS41ly1iawfk862ebj30dc0nkjr6.jpg,https://wx1.sinaimg.cn/orj360/006IpS41ly1iawf8p6ifyj30u00u0ace.jpg,https://wx4.sinaimg.cn/orj360/006IpS41ly1iawf8pl78tj30u00u0tc4.jpg,https://wx3.sinaimg.cn/orj360/006IpS41ly1iawf8pxvxdj30u00u0whq.jpg","https://f.video.weibocdn.com/o0/4sYCLdMmlx08vPMbQCPu010412004vWA0E010.mp4?label=mp4_hd&template=480x848.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729209&ssig=sSY0yJOoAK&KID=unistore,video",,Thu Mar 05 22:05:45 +0800 2026,体育博主 超话创作官（梅西超话）,25,0,3
人工智能,5272682297822949,最近一条2024年的油管老视频翻红， 因为视频里的加拿大华裔历史学Jiang教授做出了三大预测：特朗普将赢得大选、美国将与伊朗开战、以及美国将输掉这场战争。鉴于前两项预测已经应验，现在人们都很关心他是如何得出美国会失败这个预测的在这期最新的《Breaking Points》节目中，主持人邀请了Jiang教授 ...全文,,无,"https://f.video.weibocdn.com/o0/9HQ1tGW4lx08vNlYDQ9a01041202ehtn0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1Cx9YB1mmR49jS&Expires=1772729175&ssig=LPYsMWpLHp&KID=unistore,video",,Wed Mar 04 09:48:04 +0800 2026,军事博主 超话粉丝大咖（飞扬军事超话）,4192,1513,203
人工智能,5273230265028867,《内景唐人街》（Interior Chinatown）作者Charles Yu在The Atlantic的文章，别把它称为“智能”Don’t Call It ‘Intelligence’人类是提问机器，AI 是回答机器本文改编自 Charles Yu 2026 年的 Joel Connaroe Lecture 演讲我偶尔会被一些大学邀请去做演讲，讲讲我是如何成为一名作家的。最简单 ...全文,,"https://wx1.sinaimg.cn/orj360/005RvuoQgy1iawf62l91bj31ac1l0qqg.jpg,https://wx2.sinaimg.cn/orj360/005RvuoQgy1iawf61ymxdj31ac0qbti9.jpg,https://wx3.sinaimg.cn/orj360/005RvuoQgy1iawf632pb8j31ac1haqok.jpg,https://wx3.sinaimg.cn/orj360/005RvuoQgy1iawf645d7zj31ac0nd13q.jpg,https://wx1.sinaimg.cn/orj360/005RvuoQgy1iawf64vr91j31ac1m2tv2.jpg,https://wx1.sinaimg.cn/orj360/005RvuoQgy1iawf65azzmj31ac0o848i.jpg,https://wx4.sinaimg.cn/orj360/005RvuoQgy1iawf65kt47j31ac17qql0.jpg,https://wx3.sinaimg.cn/orj360/005RvuoQgy1iawf65x0h5j31ac1o6nej.jpg,https://wx1.sinaimg.cn/orj360/005RvuoQgy1iawf666jjuj31ac1dk1a9.jpg",,,Thu Mar 05 22:05:30 +0800 2026,2023年深圳宝安马拉松 马拉松运动员  海外新鲜事博主,17,12,1
人工智能,5273238200387436,娱乐资本论曾报道过的3D生成大模型开发商VAST完成5000万美元A轮融资。本轮融资由阿里巴巴、恒旭资本联合领投，元禾璞华、BV百度风投、东方嘉富跟投，老股东春华创投、北京市人工智能产业投资基金追加投资。本轮融得的资金将主要用于VAST“世界模型”相关顶尖人才的招募、核心算法迭代与数据积累，以及 ...全文,,无,,,Thu Mar 05 22:37:02 +0800 2026,娱乐博主,0,0,0
人工智能,5273235710018840,#光明看两会#【#张玉卓答光明日报记者问#】国务院国资委主任张玉卓表示，中国风光发电装机占全球50%，一半在央企；央企智算规模两年增长17倍；新能源汽车三年产量收入翻番，自主品牌市占率从10%提升至16.5%……三年来，央企战新产业营收12.3万亿元，形成5个万亿级产业集群，以新质生产力筑牢发展底座。 ...全文,,无,"https://f.video.weibocdn.com/o0/6odRfXmulx08vPM87lsI01041200yyXf0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729211&ssig=%2BjCwSWHZup&KID=unistore,video",,Thu Mar 05 22:27:08 +0800 2026,光明日报法人微博,2,0,2
人工智能,5273235680924061,【工信部部长李乐成：#全力推进新一代人工智能产品的攻关和迭代#】3月5日，十四届全国人大四次会议首场“部长通道”集中采访活动在人民大会堂举行，工业和信息化部部长李乐成就当前我国人工智能产业发展形势及如何推动人工智能创新发展回答了记者提问。工信部部长李乐成：全力推进新一代人工智能产品的攻关和迭代 ,,https://wx1.sinaimg.cn/orj360/00221ubBgy1iawfv34avoj60p00gowow02.jpg,,,Thu Mar 05 22:27:01 +0800 2026,集成电路社区集微网官方微博,0,3,0
人工智能,5273235012715883,《不要当男人的电子宠物》作者：七流　　文案：　　星元2062年。　　相南里从事科研工作。　　他进入世界最顶尖的高校，拿着最高规格的经费，试图制造出跨时代的超级智械。　　这个凝聚了无数人心血的人工智能模型，被相南里取名为“Alpha”。　　他叫它的名字，和它互动，亲自确认每一行代码。 ...全文,,无,,,Thu Mar 05 22:24:22 +0800 2026,iPhone客户端,0,0,0
人工智能,5273234976540075,AI含量极高！#2026全国两会##政府工作报告#首次提出“智能经济新形态”！从产业转型到生活方式，人工智能已成为推动经济高质量发展的核心引擎。智能经济浪潮已至，未来充满无限可能！#策马春风跃新程##人工智能# 芒果TV的微博视频 ,,无,"https://f.video.weibocdn.com/o0/AtWCvdBSlx08vPMIV0vu010412005XHS0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729195&ssig=xrt0E4nsFR&KID=unistore,video",,Thu Mar 05 22:24:12 +0800 2026,芒果TV 官方微博,3,0,15
人工智能,5273234958459967,【两会热词 | 政府工作报告首次提及“智能经济”，将带来何种变化？】#聚焦2026两会##2026两会我在场##全国两会看新广东#今年全国两会，人工智能的热度再创新高。3月5日，国务院总理李强作政府工作报告，提出“打造智能经济新形态”。报告还提出，深化拓展“人工智能+”，促进新一代智能终端和智能体 ...全文,,无,,,Thu Mar 05 22:24:09 +0800 2026,南方日报官方微博,1,0,1
人工智能,5273126915015787,"【李乐成：#努力推动AI手机更好满足人民群众对美好生活的需求#】 2026年政府工作报告明确提出深化""人工智能+""，促进新一代智能终端和智能体加快推广。工信部部长李乐成指出，要努力推动AI手机等产品发展，更好满足人民群众对美好生活的需求。中国AI智能产品正走在世界前列，2025年底，字节跳动已发布 ...全文",,无,,,Thu Mar 05 15:14:49 +0800 2026,观察者网(www.guancha.cn)官方微博,12,0,2
人工智能,5273234846258047,《小马驹诞生记——一个灵感的瞬间》AI是人类精心喂养的一匹小马驹，而不是小老虎。当它长大了，就成为人类最好的朋友，带着人类探索星辰大海！#原创视频# 文君幽谷闌的微博视频 ,,无,"https://f.video.weibocdn.com/u0/KhtT4rdQgx08vPMFof5e01041200IqgN0E010.mp4?label=mp4_hd&template=540x956.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729211&ssig=5ChhwATPi1&KID=unistore,video",,Thu Mar 05 22:23:42 +0800 2026,微博视频号,0,0,0
人工智能,5273234829482233,深圳大学全新AI+专业，让文科的底层价值重现。文科关于认知、语言和思维的训练，是人机协同时代不可替代的“人类优势”。#2026全国两会##文科##理科##人工智能# 深圳卫视科创最前沿的微博视频 ,,无,"https://f.video.weibocdn.com/u0/wb5hqIxhgx08vPMHHiKI01041200xDU40E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729211&ssig=Q%2FZ575LQgC&KID=unistore,video",,Thu Mar 05 22:23:38 +0800 2026,深圳卫视《科创最前沿》官方微博,0,0,0
人工智能,5273234421580776,今年经济增长目标4.5%至5% 咱们普通人的生活会跟着变吗？#薇观察 ##网络名人赞两会##2026全国两会# 吴薇的微博视频 ,,无,"https://f.video.weibocdn.com/o0/vkDEGD8zlx08vPMBcixG01041201Agju0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772729186&ssig=wPckxzcwO9&KID=unistore,video",,Thu Mar 05 22:22:01 +0800 2026,科技博主 微博原创视频博主,0,0,0
人工智能,5273173455012180,图片来源：央视新闻 ,,https://wx1.sinaimg.cn/orj360/006px7dkgy1iaw8pu54jdj30u01hcgsn.jpg,,,Thu Mar 05 18:19:45 +0800 2026,数码博主,79,2,7
