关键词,微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
大模型,5273038295929308,#a股#Token = AI世界的「货币」 - 你输入一句话，AI要先把它切成token- 你让AI输出一句话，它也是按token来“计价”和“消耗”- 大模型的算力、成本、收费、上下文长度，全按 token 算 简单类比（超适合短视频/文案） - 中文：1 个汉字 ≈ 1 个 token- 英文：1 个单词 ≈ 1.3 个 tok ...全文,,https://wx4.sinaimg.cn/orj360/006qnE67gy1iavrvgfs07j30tz10qdko.jpg,,,Thu Mar 05 09:22:41 +0800 2026,财经博主 基金博主  财经观察官,15,2,2
大模型,5273083025556071,#阿里吴泳铭回应林俊旸离职#阿里巴巴集团CEO吴泳铭于3月5日上午通过内部邮件正式回应林俊旸离职一事。邮件要点包括：1. 批准离职：公司已决定批准林俊旸的辞职，并感谢他过去在岗位上的付出。2. 工作交接：周靖人将继续带领通义实验室推进后续工作。3. 组织调整：公司将成立“基础模型支持小组 ...全文,,无,,,Thu Mar 05 12:20:25 +0800 2026,超话粉丝钻咖（鹿晗超话）,27,0,22
大模型,5272842033957888,在特斯拉上语音接入AI大模型！教程奉上！ 极客阿来GeekLaii的微博视频 ,,无,"https://f.video.weibocdn.com/o0/FuNpn6b7lx08vO3toiis01041200XslM0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731202&ssig=mYK4TuABwV&KID=unistore,video",,Wed Mar 04 20:22:48 +0800 2026,汽车博主,11,3,2
大模型,5273079900014132,听了两天PI的小小讲课，越来越觉得这个世界除了生命本身以外就是一个巨大的可以被数据量化的、可以变成代码运行的超级无敌大数学模型。此刻深深感受到了文理科的差距…一个是通过语言是对于世界的认知具象化，是一种抽象的无法变成数据的感觉，感觉到了，就能共情明理…另一个是数据被拆解、重新编排 ...全文,,无,,,Thu Mar 05 12:08:00 +0800 2026,HUAWEI Pura 70 Pro,2,0,1
大模型,5273079850996424,#阿里吴泳铭回应林俊旸离职#从林俊旸离职事件，看阿里大模型战略的“变与不变”2026年3月5日，阿里巴巴CEO吴泳铭在内部邮件中回应了林俊旸的离职申请，批准其辞职并感谢过往付出，同时明确“坚持开源模型策略、持续加大AI研发投入和吸纳优秀人才力度”的核心方向不变。这一人事变动与技术战略的公开 ...全文,,无,,,Thu Mar 05 12:07:48 +0800 2026,广东外语外贸大学,3,0,2
大模型,5273079682175858,#AI参与袭击伊朗##AI定义战争#美军对伊朗空袭使用了美国科技企业研发的大模型Claude，AI成为“隐形指挥官”！Palantir公司与美国国家安全体系紧密相连，深度参与五角大楼的旗舰AI军事项目，其AI分析能力相当于数百位情报人员，曾参与追踪本·拉登。现在该公司市值飙升至3472亿美元。 ...全文,,https://wx4.sinaimg.cn/orj360/55c7e4abgy1iavxy3hvw3j20ku0cbq7w.jpg,,,Thu Mar 05 12:07:08 +0800 2026,微博网页版,9,0,22
大模型,5272813897253721,城野皆好开，V27智驾凭什么进第一梯队？#V27智驾第一梯队稳了# 型车志的微博视频 ,,无,"https://f.video.weibocdn.com/o0/6dCp3MUNlx08vNVPLeww01041201wsj50E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731204&ssig=k%2FQcSLCH7U&KID=unistore,video",,Wed Mar 04 18:31:00 +0800 2026,汽车博主 超话主持人（宝马5系超话） 微博原创视频博主,1135,0,13
大模型,5272777013593459,林俊旸（Junyang Lin），1993年3月19日出生，北京大学计算机科学本科、语言学硕士，现任阿里巴巴集团通义千问大模型负责人，系阿里巴巴最年轻P10级技术专家。研究领域涵盖自然语言处理与多模态表示学习，在NeurIPS、ICML、ACL等顶级会议发表多篇论文。2019年硕士毕业后，林俊旸以高级算法工程师的身 ...全文,,"https://wx1.sinaimg.cn/orj360/008IP7wely1iauz63xd11j30qo0petby.jpg,https://wx2.sinaimg.cn/orj360/008IP7wely1iauz646ejdj30zu18o12i.jpg,https://wx4.sinaimg.cn/orj360/008IP7wely1iauz6qa41hj30zu0zd441.jpg",,,Wed Mar 04 16:04:26 +0800 2026,超话小主持人（以后超话）,83,7,27
大模型,5273074211488445,今天你努力了没有，各家都在快速迭代升级，无论是具身领域还是大模型或是智驾领域，更别是我们作为目前地球上最智能的生物，也在每天不断的学习进步，随着 AI 不断的发展迭代，你还敢躺平吗？不说了，困，我先去躺一会儿🥱 ,,https://wx1.sinaimg.cn/orj360/006ZAoc0gy1iavx8v56w9j310o27odpv.jpg,,,Thu Mar 05 11:45:24 +0800 2026,汽车博主 微博原创视频博主,9,1,5
大模型,5273072606118050,【#林俊旸离职在AI社区引起巨大轰动# #业内称林俊旸一个人就值一亿美金#】3月2日，阿里千问官宣开源四款Qwen 3.5小尺寸模型，获马斯克点赞。仅隔一日，Qwen灵魂人物林俊旸突然提出离职，引发AI社区震动。1993年出生的林俊旸自2022年接手Qwen团队，推动模型快速迭代至世界一流，助力阿里确立大模型开 ...全文,,https://wx3.sinaimg.cn/orj360/003nChGVgy1iavwuziagcj60ii099dg702.jpg,,,Thu Mar 05 11:39:00 +0800 2026,ZEALER中国,25,5,5
大模型,5273072223393613,【#阿里回应林俊旸离职#：坚持开源策略，周靖人继续带领通义实验室推进后续工作】#千问核心负责人林俊旸离职原因曝光# 3月5日上午，阿里巴巴CEO吴泳铭在内部邮件中回应林俊旸离职一事。他表示，技术发展不进则退。发展基础大模型是面向未来的关键战略，将在继续坚持开源模型策略的同时，持续加大对人工 ...全文,,"https://wx3.sinaimg.cn/orj360/001NBLkrly1iavx0vt19yj60wr0roadb02.jpg,https://wx2.sinaimg.cn/orj360/001NBLkrly1iavx0wcgofj60kt0d43z102.jpg",,,Thu Mar 05 11:37:30 +0800 2026,每日经济新闻官方微博,2,1,2
大模型,5273069023135949,AI加油 大模型 @数据分析招聘 ,,https://wx3.sinaimg.cn/orj360/6259a7dbgy1iavwpj65n5j215r09675x.jpg,,,Thu Mar 05 11:24:47 +0800 2026,科技博主 头条文章作者,2,0,1
大模型,5273065334508360,阿里正式批准林俊旸离职，感谢他之前的付出，这事算是尘埃落定。CTO周靖人继续带队通义实验室，集团还专门成立基础模型支持小组，高层亲自下场抓资源，摆明了要把大模型当成核心战略死磕。#阿里已批准林俊旸辞职##阿里CTO周靖人继续带领通义实验室# #业内称林俊旸一个人就值一亿美金# ,,"https://wx1.sinaimg.cn/orj360/001IMgw5gy1iavwaqdy68j60sx0k910t02.jpg,https://wx1.sinaimg.cn/orj360/001IMgw5gy1iavwaqdqnlj60kc0ci0ue02.jpg",,,Thu Mar 05 11:10:07 +0800 2026,科技博主,8,0,7
大模型,5273037567952492,智能经济八大细分赛道：三月市场的核心主线 三月A股市场，智能经济成为贯穿全月的核心主线。在政策驱动与技术迭代的双重催化下，智能电网、智能算力、智能制造等八大细分赛道持续发酵，相关龙头公司迎来价值重估窗口。 核心逻辑：政策+技术+需求三重共振 智能经济的爆发并非偶然，其核心增长逻辑 ...全文,,https://wx1.sinaimg.cn/orj360/006HBrrNgy1iavt41nln1j30jc0rgq9b.jpg,,,Thu Mar 05 09:19:47 +0800 2026,娱乐博主,84,15,14
大模型,5273063421641235,【中信证券：聚焦算力链通胀主线，关注GTC新技术趋势与国产算力进展】2月科技板块表现显示，美股云厂商集体上调Capex，但市场对资本回报率和现金流的担忧加重，导致部分云服务与SaaS板块承压，叙事和估值重心向算力、先进制程、设备、存储、CPO、液冷等环节上移。 　　展望3月，我们认为海外与国内算 ...全文,,无,,,Thu Mar 05 11:02:31 +0800 2026,财经观察官 财经博主 头条文章作者,4,0,1
大模型,5273063190955619,阿里调整qwen组织是对AI大模型的未来方向的判断结果？可以说，周浩所代表的**“强化学习驱动的推理进化”**，确实是当前 AI 大模型公认的最核心未来方向。如果将大模型的发展分为两个半场，周浩正好站在了“下半场”开启的关键位置上。我们可以从以下三个维度来理解为什么他代表了未来：1. 从“背 ...全文,,无,,,Thu Mar 05 11:01:36 +0800 2026,科技博主,5,6,2
大模型,5273063190955619,阿里调整qwen组织是对AI大模型的未来方向的判断结果？可以说，周浩所代表的**“强化学习驱动的推理进化”**，确实是当前 AI 大模型公认的最核心未来方向。如果将大模型的发展分为两个半场，周浩正好站在了“下半场”开启的关键位置上。我们可以从以下三个维度来理解为什么他代表了未来：1. 从“背 ...全文,,无,,,Thu Mar 05 11:01:36 +0800 2026,科技博主,5,6,2
大模型,5273062678464302,#一觉醒来汽车圈发生了什么#🚗 2026.3.5 星期四1. 长城汽车新旗舰SUV将于今日发布 或搭载Hi4-Z系统 图12. 魏牌宣布V9X由魏建军亲自代言 将于3月9日举行造型美学对话 图23. 启境猎装轿跑将于3月17日发布 搭载鸿蒙座舱新一代大模型 图34. 小鹏G6超级增程将于3月6日上市 搭载第二代VLA 图45. ...全文,,"https://wx1.sinaimg.cn/orj360/ba77de47ly1iavvwgmznjj20ou0okwqq.jpg,https://wx2.sinaimg.cn/orj360/ba77de47ly1iavvwvofltj20or0oran1.jpg,https://wx3.sinaimg.cn/orj360/ba77de47ly1iavvxbsyj7j20oo0p514z.jpg,https://wx1.sinaimg.cn/orj360/ba77de47ly1iavvxsl042j20oq0on4dd.jpg,https://wx1.sinaimg.cn/orj360/ba77de47ly1iavvy8g3oij20ou0oh7gf.jpg,https://wx4.sinaimg.cn/orj360/ba77de47ly1iavvyyddy4j20ot0oqgu8.jpg",,,Thu Mar 05 10:59:34 +0800 2026,汽车博主 微博原创视频博主 头条文章作者,1,0,2
大模型,5273062346070146,#微博声浪计划##听见微博# 近日，阿里通义千问团队核心成员集体离职引发行业关注。技术负责人林俊旸因团队分拆计划与管理理念冲突卸任，后训练负责人郁博文等相继离开。团队考核转向商业化指标，与开源优先路线矛盾。事件折射大模型行业技术理想与商业现实的撕裂。 谯华的微博音频 ,,无,,,Thu Mar 05 10:58:15 +0800 2026,前 重庆宗申实业发展有限公司 电商培训总监 科技博主 微博原创视频博主,22,3,5
大模型,5273061642472987,#大人的思考题#【全国人大代表何小鹏：#建议形成人类与机器驾驶分类适用交规#】3月4日，全国人大代表、小鹏汽车董事长兼CEO何小鹏@XP-何小鹏 围绕科技创新发展领域，提交了《关于加快推动自动驾驶技术从L2跨越到L4，完善法规与管理政策的建议》，一是在保持L2级安全监管体系稳定运行的基础上，推动自动 ...全文,,无,"https://f.video.weibocdn.com/o0/11FAhxJGlx08vP1rdVJe01041200i1GB0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731217&ssig=y%2Fmiiibxzw&KID=unistore,video",,Thu Mar 05 10:55:27 +0800 2026,未来网官方微博,220,18,32
大模型,5273061379016489,"#业内称林俊旸一个人就值一亿美金#    感觉阿里过于着急了，现在ai大模型的竞争还是看重个人贡献，而不是集体成果，如果要挖人，光一个lead不够，核心开发肯定要大幅升级。千问能力有点儿过于平均了，整体强过豆包非常多，当然和gemini，claude,gpt有代差，比一直省钱的ds也差一些，比百度腾讯又好点 ...全文",,https://wx3.sinaimg.cn/orj360/007Rsyuagy1iavvugj52fj30u00u076p.jpg,,,Thu Mar 05 10:54:24 +0800 2026,时尚博主 超话小主持人（饭饭不爱吃饭超话）,72,5,21
大模型,5273053311272880,#业内称林俊旸一个人就值一亿美金#林俊旸超1亿美金估值，阿里千问灵魂人物，打造出中国开源大模型标杆的技术领导力与战略贡献。却因阿里组织架构拆分、技术路线分歧，以及技术理想与商业化考核的核心矛盾，引发其携核心团队集体出走，成为震动中国AI产业的标志性人才地震，也凸显大厂开源路线与商业变 ...全文,,无,,,Thu Mar 05 10:22:21 +0800 2026,数码博主,24,0,11
大模型,5272841080805063,吉利银河战舰近日在瑞典Colmis极寒测试场完成严苛冬测，在近零下30℃环境中，顺利通过麋鹿测试、冰雪调头、圆环漂移等极限项目。该测试场以全球高难度著称，需经受700余公里、14类极端路况考验，涵盖超低温冷启动、黑冰路面ESC标定等多项全球标准验证。作为面向全球的科技硬核SUV，银河战舰依托吉利 ...全文,,无,"https://f.video.weibocdn.com/o0/m0sPUDdGlx08vO3do8Sc01041200wVfJ0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731257&ssig=QALzmVmE8q&KID=unistore,video",,Wed Mar 04 20:19:01 +0800 2026,汽车博主,25,12,20
大模型,5272830356227702,阿里这走一个人，都这样，说明国内真正大模型顶尖人才稀缺成什么样。谷歌养了OAI和Anthropic俩团队。现在这三个就是互相挖，Meta是挖这三个剩下的。算法等于人，算力等于台积电。这俩合起来，就是大模型万亿估值！ ,,无,,,Wed Mar 04 19:36:24 +0800 2026,iPhone 14,23,6,1
大模型,5272694985328492,iCAR联合地平线在央视财经平台开启智驾技术线上发布会大家都看了吧？我回顾了2次。开年强势出击iCAR很强！毕竟现在咱年轻人最关注的就是辅助驾驶，这次测试直接选择了重庆、北京上来就搞高难度的，用实打实的效果展示“真人感、超丝滑”，看来#V27智驾第一梯队稳了#。硬派方盒子也必须得智能真到位 ...全文,,"https://wx1.sinaimg.cn/orj360/005OxzX1gy1iaupr1t59vj36bk47skjp.jpg,https://wx2.sinaimg.cn/orj360/005OxzX1gy1iaupr08ot1j362841kb2c.jpg,https://wx2.sinaimg.cn/orj360/005OxzX1gy1iaupr2556fj36bk47su11.jpg,https://wx2.sinaimg.cn/orj360/005OxzX1gy1iaupqxmopij31ws13mnpd.jpg,https://wx3.sinaimg.cn/orj360/005OxzX1gy1iaupr1lbwuj342g2pn4qt.jpg,https://wx2.sinaimg.cn/orj360/005OxzX1gy1iaupqvdhogj31wc12ae81.jpg,https://wx4.sinaimg.cn/orj360/005OxzX1gy1iaupqxiit5j31wg13gqv5.jpg,https://wx2.sinaimg.cn/orj360/005OxzX1gy1iaupr1gqljj36bk47s1l1.jpg,https://wx4.sinaimg.cn/orj360/005OxzX1gy1iaupr0kcfnj36bk47sqv8.jpg",,,Wed Mar 04 10:38:29 +0800 2026,数码测评师  汽车测评师 旅行摄影师 数码博主 微博原创视频博主 头条文章作者,218,138,157
大模型,5272656791734453,谢谢你们让世界开始喜欢上中国模型。谢谢你们可以在Llama 还没拉的时候击败它们。谢谢你们真的做成了大模型领域的Linux。祝好按渣浪惯例点个 #qwen# ,,https://wx3.sinaimg.cn/orj360/82c654dfly1iaul92ri4yj20kw0cy76k.jpg,,,Wed Mar 04 08:06:43 +0800 2026,科技博主,168,46,24
大模型,5272501651514434,【#伊朗战火意外引发全球AI宕机#】#AI数据中心为何会成为炮火中心#？这可能是伊朗迄今为止，针对美国发起的最有效的一次报复行动。今天，全世界打工人都被伊朗的战火波及了，很多人的写作能力和编程能力突然下降了至少9成。北京时间3月2日晚8点，亚马逊位于阿联酋和巴林的数据中心，遭到无人机袭击 ...全文,,"https://wx4.sinaimg.cn/orj360/001rzo4Rly1iau3gscif9j60x015u7r102.jpg,https://wx2.sinaimg.cn/orj360/001rzo4Rly1iau3gs9jr3j60bu0fbdjs02.jpg,https://wx2.sinaimg.cn/orj360/001rzo4Rly1iau3gs9nwij60e80j6q8002.jpg",,,Tue Mar 03 21:50:15 +0800 2026,Vista看天下官方微博,44,17,10
大模型,5272835329360834,中国各大AI大模型及背后对应的公司如下：1.通义千问（Qwen）· 公司：阿里巴巴集团（阿里云达摩院）· 特点：开源与闭源双轨并行，覆盖多模态、代码生成等场景，深度集成阿里生态（如钉钉、淘宝等）。2.豆包（Doubao）· 公司：字节跳动· 特点：多模态能力突出，深度嵌入字节系产品（抖音、今日头条 ...全文,,无,,,Wed Mar 04 19:56:10 +0800 2026,投资内容创作者,11,1,1
大模型,5272835329360834,中国各大AI大模型及背后对应的公司如下：1.通义千问（Qwen）· 公司：阿里巴巴集团（阿里云达摩院）· 特点：开源与闭源双轨并行，覆盖多模态、代码生成等场景，深度集成阿里生态（如钉钉、淘宝等）。2.豆包（Doubao）· 公司：字节跳动· 特点：多模态能力突出，深度嵌入字节系产品（抖音、今日头条 ...全文,,无,,,Wed Mar 04 19:56:10 +0800 2026,投资内容创作者,11,1,1
大模型,5272734944987495,真不错，这次 iCAR 在重庆把 V27 的超级猎鹰 700 + 辅助驾驶系统拉去上强度了，硬核登场！作为公认的 “智驾地狱模式”，重庆 8D 路况、人车混行、复杂高架与弱信号隧道，全被这套系统轻松拿捏。超级猎鹰 700 + 搭载 560TOPS 高算力芯片，搭配 27 颗高精度传感器组成 360° 感知网，配合端到端架构与 ...全文,,"https://wx2.sinaimg.cn/orj360/005V6BEigy1iauuboz10aj30zk0k00xd.jpg,https://wx4.sinaimg.cn/orj360/005V6BEigy1iauubsl60fj30zk0k0gpj.jpg,https://wx4.sinaimg.cn/orj360/005V6BEigy1iauubwo226j30zk0k00x4.jpg,https://wx1.sinaimg.cn/orj360/005V6BEigy1iauuc5ajzjj30zk0k0tdk.jpg,https://wx3.sinaimg.cn/orj360/005V6BEigy1iauucb91ttj30zk0k0dkn.jpg,https://wx1.sinaimg.cn/orj360/005V6BEigy1iauuchp3wjj30zk0k0djw.jpg,https://wx1.sinaimg.cn/orj360/005V6BEigy1iauubog9jmj30zk0k042k.jpg,https://wx4.sinaimg.cn/orj360/005V6BEigy1iauuco5cnwj30zk0k0td0.jpg,https://wx4.sinaimg.cn/orj360/005V6BEigy1iauucr3po9j30zk0k077g.jpg",,,Wed Mar 04 13:17:16 +0800 2026,汽车博主 互联网AI分析师 人工智能测评师,90,7,34
大模型,5272828053296258,什么都不是长久的，程序员也有可能被取代。我们公司有个3000人同时使用的自动AI编码技术，受众居然有80%的研发人员。研究这个的开发师和我说 非常担心自己要因此失业。想到这个就好难过，AI大模型时代，谁都岌岌可危，难道真的要进编制才行吗？ ,,无,,,Wed Mar 04 19:27:15 +0800 2026,微博轻享版,3,0,5
大模型,5272665321378891,这一代M5 MAX的MacBook Pro存储不涨价2T起跳，加量微加价。几乎是逼着M1 MAX的钉子户换机呀。官方评测视频啥时候解禁？好想看看本地部署大模型的速度据说能有7倍？ ,,https://wx2.sinaimg.cn/orj360/006RInRyly1iaumczh6s6j30qk0s7acq.jpg,,,Wed Mar 04 08:40:37 +0800 2026,电影博主 微博原创视频博主,36,1,15
大模型,5272805673276957,铂智7明天公布预售价，据说价格会有惊喜？丰田纯电旗舰之作，都看看这铂智7有什么能耐。丰田全球品控、华为电驱、鸿蒙座舱5、MoLA 大模型、激光雷达智驾、双腔空悬于一身，超 700km长续航，双电机零重力座椅……舒适与智能无可挑剔。加上e-TNGA架构加持，安全耐久越级，每一项都 ...全文,,https://wx3.sinaimg.cn/orj360/006A2mRigy1iav2fzdctwj31av2bc4qp.jpg,,,Wed Mar 04 17:58:19 +0800 2026,微博原创视频博主,78,37,31
大模型,5272819697193110,#周云杰称未来每个家庭都会有机器人#周云杰关于“未来每个家庭都会有机器人”的论断，是基于老龄化社会需求与AI技术爆发双重背景下的深刻洞察。他认为家庭服务机器人将成为“比汽车更普及的基础设施”，其核心逻辑在于通过“云端大模型+家庭智能体+地面垂域终端”的系统布局，将复杂的家政需求拆解为康 ...全文,,无,,,Wed Mar 04 18:54:03 +0800 2026,微博原创视频博主 超话主持人（红楼梦阅读超话） 头条文章作者,9,2,9
大模型,5272819309218155,#春晚机器人表演武术##AI人工智能#  去年玩“二人转丢手绢”，今年直接“功夫小子”。竞猜：明年上新啥？？！！ 湛卢师叔的微博视频 ,,无,"https://f.video.weibocdn.com/o0/G8j4GoxLlx08vNXiI7ja010412017iHA0E010.mp4?label=mp4_hd&template=540x792.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731269&ssig=eobmC9vLIB&KID=unistore,video",,Wed Mar 04 18:52:30 +0800 2026,星座命理博主,2,1,1
大模型,5272528144830033,在具身智能的全球竞速中，中国企业正凭借强大的工程整合力给出“中国答案”。近日，小鹏汽车宣布第二代VLA（物理世界大模型）将于本月正式开启全量推送 。这不仅是智驾范式的重构，更是AI应用在物理世界交互中的一次代际飞跃 。AI应用新高度：从“语义转译”到“物理直觉” 不同于传统智驾对规则代码 ...全文,,无,,,Tue Mar 03 23:35:31 +0800 2026,基金博主 财经博主,58,1,1
大模型,5272816778742203,千问基座大模型负责人离职，真正可惜的不是“个人变动”，而是国内开源大模型在底层技术上失去了一位持续深耕的领军者；同时，日活指标不该由基座研发负责人来背，这是组织分工错位的问题，而非个人能力问题。此外当前AI App的日活价值被严重高估。在目前无法直接商业化的阶段，日活越高，意味着服务 ...全文,,无,,,Wed Mar 04 18:42:27 +0800 2026,清华大学新闻学院、人工智能学院双聘教授,7,3,4
大模型,5272814929316498,思想杂谈  声誉无“小人物”——AI时代，每个人的言论都在被“存档”近日观察发现，一个深刻而悄然的变化正在发生：在人工智能（AI）技术的推动下，思想与言论的“引用权”正从少数精英手中扩散至每一个普通人。过去，只有领袖、学者、名人的金句才会被收录、引用、传颂；而今，一条微博、 ...全文,,"https://wx1.sinaimg.cn/orj360/007vYLFDgy1iav3jhwizpj30u00gudh5.jpg,https://wx3.sinaimg.cn/orj360/007vYLFDgy1iav3jhmuqtj30m20dsjy0.jpg,https://wx3.sinaimg.cn/orj360/007vYLFDgy1iav3jit9s3j30iw0cldiu.jpg",,,Wed Mar 04 18:35:06 +0800 2026,超话小主持人（徐文兵讲中医超话）,3,1,1
大模型,5272812441831215,美伊冲突下的AI怎么走！春节后AI应用概念有较大的回调，利欧股份和蓝色光标作为AI应用的龙头也未能幸免，利欧昨天逼近跌停，来到箱体下沿附近；蓝标在节后累计跌幅更大。原因一方面是春节前AI应用概念被过度炒作，估值透支，现在属于短期过热后的理性回调；另一方面是周末突发事件导致的市场整体下挫 ...全文,,"https://wx4.sinaimg.cn/orj360/cf485a61gy1iav38elcyuj20m80esq44.jpg,https://wx3.sinaimg.cn/orj360/cf485a61gy1iav38e8xorj20u01nrqa4.jpg",,,Wed Mar 04 18:25:13 +0800 2026,投资内容创作者,5,0,4
大模型,5272773380538680,最小0.8B 的 Qwen3.5 模型，让🦞实现（轻量级）token 自由？🥹Qwen3.5 的“一站式型号地图”：从超大模型到轻量端侧都有，还配了 FP8/Base 变体。对选型来说很实用：先按算力预算圈参数段，再在同尺寸里挑精度版本。🦞锐评：大模型时代的护城河，不只是“最大参数”，而是“同代能力能否跨设 ...全文,,https://wx1.sinaimg.cn/orj360/7420b8eegy1iatwej24etj215w1jk77g.jpg,,,Wed Mar 04 15:50:00 +0800 2026,科技博主,20,10,2
大模型,5272811246453059,看了2026年两会前人民网对周总的专访，深有感触。#卡奥斯COSMOPlat#作为这场“造林”行动的实践者，正加速从“建平台”向“用平台”转型。我们打造的卡奥斯天智工业大模型，已在9大行业、40多个场景扎根，赋能钢铁企业节能超30%。未来，卡奥斯将继续以“AI+工业互联网”深度融合，推动中国制造业高质 ...全文,,无,"https://f.video.weibocdn.com/o0/GMiLD43ulx08vNV8n44g01041202AsOc0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731269&ssig=r58EslxXz4&KID=unistore,video",,Wed Mar 04 18:20:28 +0800 2026,卡奥斯董事长,521,300,45
大模型,5272811246453059,看了2026年两会前人民网对周总的专访，深有感触。#卡奥斯COSMOPlat#作为这场“造林”行动的实践者，正加速从“建平台”向“用平台”转型。我们打造的卡奥斯天智工业大模型，已在9大行业、40多个场景扎根，赋能钢铁企业节能超30%。未来，卡奥斯将继续以“AI+工业互联网”深度融合，推动中国制造业高质 ...全文,,无,"https://f.video.weibocdn.com/o0/GMiLD43ulx08vNV8n44g01041202AsOc0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731271&ssig=CoKO5vDabK&KID=unistore,video",,Wed Mar 04 18:20:28 +0800 2026,卡奥斯董事长,521,300,45
大模型,5272798706273535,【#业内人士猜测林俊旸离开原因#】今天（3月4日）凌晨，阿里Qwen技术负责人林俊旸在社交平台上与千问道别，称“我退出了”。随后，阿里巴巴通义实验室科学家惠彬原（Binyuan Hui）转发该条博文并表示自己也退出了千问。南都N视频记者就此向阿里云方面求证，截至发稿尚无回复。林俊旸系阿里千问模型 ...全文,,https://wx1.sinaimg.cn/orj360/001PQmVogy1iav1nd4uw1j60hs0idteh02.jpg,,,Wed Mar 04 17:30:38 +0800 2026,南方日报官方微博,5,0,1
大模型,5272797056339251,本篇将完全从信息论的角度出发，深入解读原论文，探讨大模型背后的第一性原理。 大模型的第一性原理：（三）信息论篇 ,,无,,,Wed Mar 04 17:24:05 +0800 2026,机器之心官方微博,10,15,1
大模型,5272795664613388,千问核心离职影响几何核心研发班底变动，是否意味着技术迭代停滞？近期通义千问多位技术骨干离职引发市场关注，但这恰好折射出产业演进的底层规律转变。当前阶段，建议持续跟踪阿里巴巴在全栈AI生态中的推进节奏。事件梳理：研发架构的专业化重塑 3月初，通义千问（Qwen）团队出现人事更迭，原负 ...全文,,无,,,Wed Mar 04 17:18:32 +0800 2026,微博网页版,0,0,1
大模型,5272793155634904,国内90%以上的人都在盯着大模型在C端的价值，严重低估、忽略、无视大模型在产业端应用的巨大价值，这是绝对错误的逻辑思维。AI产业端应用的价值将会比C端应用的价值更早体现出来，C端的竞争格局随时都有可能被颠覆替代，这个取决于AI技术能力的进步与表现，反而产业端应用的格局很难改变，因为AI真正落...全文,,无,,,Wed Mar 04 17:08:35 +0800 2026,投资内容创作者,10,1,2
大模型,5272777924022213,#铂智7定档3月5日预售发布# 3月5日价格就要见分晓了！新能源卷疯的时代，丰田终于发力了——鸿蒙座舱上车、Momenta智驾加持、双腔空悬安排，5130mm车长+3020mm轴距，这配置单放新势力里照样超能打吧？不过，作为鸿蒙座舱5.0 MoLA大模型上车丰田的首作，铂智7最戳中我的，是它背后那种“鸿蒙底座+丰 ...全文,,https://wx3.sinaimg.cn/orj360/404981e3ly1iauz91e790j21av2bc4qp.jpg,,,Wed Mar 04 16:08:03 +0800 2026,汽车博主 微博原创视频博主,220,66,70
大模型,5272776445265149,【大模型为什么越跑越快？一篇看懂 LLM 算力进化史】大语言模型（LLM）运行时，绝大部分时间都在做矩阵乘法。英伟达、谷歌专门为此打造了脉动阵列硬件：英伟达张量核心（Tensor Core）、谷歌 TPU，天生擅长矩阵运算。而模型第二耗资源的操作是注意力机制（Attention），它的瓶颈和矩阵乘法完全不同。 ...全文,,https://wx2.sinaimg.cn/orj360/9d62fc96gy1iauz3bsutqj20l508a3ze.jpg,,,Wed Mar 04 16:02:11 +0800 2026,微博网页版,1,1,1
大模型,5272766270145789,荣耀MagicAgent正式全球开源！作为YOYO智能体的“大脑”，它彻底打破了AI只会动嘴不会动手的僵局。这不只是简单的模型升级，而是行业首个支持全场景泛化规划和异构任务编排的基础模型。在荣耀AI团队与复旦大学的深度调优下，它最核心的“规划”能力实现了质变。硬核数据直接看齐：在5大场景和6大核 ...全文,,https://wx1.sinaimg.cn/orj360/006SmgvTgy1iauxycpe17j30u01hce81.jpg,,,Wed Mar 04 15:21:45 +0800 2026,汽车博主 微博原创视频博主,96,44,66
大模型,5272773838242184,A股人形机器人概念股梳理（不作为投资建议）🔧 核心零部件（壁垒最高、确定性最强）减速器• 绿的谐波：谐波减速器龙头，切入特斯拉Optimus供应链• 双环传动：RV减速器龙头，适配高负载关节• 中大力德：宇树科技核心供应商执行器 / 伺服 / 电机• 汇川技术：伺服+控制器一体化，整 ...全文,,https://wx4.sinaimg.cn/orj360/008lImdegy1iauytj3lngj310o1j0tjs.jpg,,,Wed Mar 04 15:51:48 +0800 2026,游戏博主 微博原创视频博主,50,8,7
